Lemma	Abs. freq. in full text	Rel. Freq. in full text
egesipo	3	9,161368341975557e-06
rodrigo	3	9,161368341975557e-06
espán	3	9,161368341975557e-06
enflaquec	3	9,161368341975557e-06
tajador	3	9,161368341975557e-06
convusco	3	9,161368341975557e-06
tiranizar	3	9,161368341975557e-06
enriquec	3	9,161368341975557e-06
iero	3	9,161368341975557e-06
mani	3	9,161368341975557e-06
simio	3	9,161368341975557e-06
piec	3	9,161368341975557e-06
eregorio	3	9,161368341975557e-06
remenbranc	3	9,161368341975557e-06
nombradía	3	9,161368341975557e-06
glorificar	3	9,161368341975557e-06
brevedad	3	9,161368341975557e-06
vara	3	9,161368341975557e-06
humo	3	9,161368341975557e-06
niebla	3	9,161368341975557e-06
mojar	3	9,161368341975557e-06
jamás	3	9,161368341975557e-06
jerjes	3	9,161368341975557e-06
abiertamente	3	9,161368341975557e-06
essario	3	9,161368341975557e-06
acto	3	9,161368341975557e-06
cerimoniales	3	9,161368341975557e-06
nod	3	9,161368341975557e-06
judicial	3	9,161368341975557e-06
euiles	3	9,161368341975557e-06
probar+se	3	9,161368341975557e-06
aguardar	3	9,161368341975557e-06
cautividad	3	9,161368341975557e-06
98	3	9,161368341975557e-06
proporción	3	9,161368341975557e-06
mudamiento	3	9,161368341975557e-06
malandante	3	9,161368341975557e-06
perdido	3	9,161368341975557e-06
gigante	3	9,161368341975557e-06
noé	3	9,161368341975557e-06
estopa	3	9,161368341975557e-06
cortar+se	3	9,161368341975557e-06
tijera	3	9,161368341975557e-06
javán	3	9,161368341975557e-06
joab	3	9,161368341975557e-06
ser+le	3	9,161368341975557e-06
noblemente	3	9,161368341975557e-06
rueda	3	9,161368341975557e-06
intelectual	3	9,161368341975557e-06
suficiencia	3	9,161368341975557e-06
cardinal	3	9,161368341975557e-06
poner+le	3	9,161368341975557e-06
desnudo	3	9,161368341975557e-06
prinmero	3	9,161368341975557e-06
inteligencia	3	9,161368341975557e-06
circunspecion	3	9,161368341975557e-06
voluntarioso	3	9,161368341975557e-06
egund	3	9,161368341975557e-06
heroico	3	9,161368341975557e-06
sirviente	3	9,161368341975557e-06
perseverancia	3	9,161368341975557e-06
muestraque	3	9,161368341975557e-06
pncipes	3	9,161368341975557e-06
deleytosamente	3	9,161368341975557e-06
justar	3	9,161368341975557e-06
infuso	3	9,161368341975557e-06
criado	3	9,161368341975557e-06
colunas	3	9,161368341975557e-06
sostener	3	9,161368341975557e-06
revolver	3	9,161368341975557e-06
decir+te	3	9,161368341975557e-06
doctrinanc	3	9,161368341975557e-06
concordar	3	9,161368341975557e-06
fallescia	3	9,161368341975557e-06
coronar	3	9,161368341975557e-06
nudrec	3	9,161368341975557e-06
vidrio	3	9,161368341975557e-06
escribano	3	9,161368341975557e-06
dictar	3	9,161368341975557e-06
nia	3	9,161368341975557e-06
apartadamente	3	9,161368341975557e-06
horca	3	9,161368341975557e-06
menguado	3	9,161368341975557e-06
dar+se+lo	3	9,161368341975557e-06
destruir+lo	3	9,161368341975557e-06
sirena	3	9,161368341975557e-06
lisonjear	3	9,161368341975557e-06
mármol	3	9,161368341975557e-06
medo	3	9,161368341975557e-06
gobernalle	3	9,161368341975557e-06
medida	3	9,161368341975557e-06
quintode	3	9,161368341975557e-06
distributivo	3	9,161368341975557e-06
partida	3	9,161368341975557e-06
fundamento	3	9,161368341975557e-06
ques_que+ques_se	3	9,161368341975557e-06
ami_a+ami_mi	3	9,161368341975557e-06
onda	3	9,161368341975557e-06
compliria	3	9,161368341975557e-06
decir+se	3	9,161368341975557e-06
lucio	3	9,161368341975557e-06
mate	3	9,161368341975557e-06
regle	3	9,161368341975557e-06
ael_a+ael_el	3	9,161368341975557e-06
fallec	3	9,161368341975557e-06
poni	3	9,161368341975557e-06
rehén	3	9,161368341975557e-06
tarquinio	3	9,161368341975557e-06
glia	3	9,161368341975557e-06
atado	3	9,161368341975557e-06
tałs	3	9,161368341975557e-06
fianc	3	9,161368341975557e-06
phico	3	9,161368341975557e-06
cocer	3	9,161368341975557e-06
morra	3	9,161368341975557e-06
continuado	3	9,161368341975557e-06
sentar	3	9,161368341975557e-06
fiebre	3	9,161368341975557e-06
alabamiento	3	9,161368341975557e-06
duelo	3	9,161368341975557e-06
geneca	3	9,161368341975557e-06
maenras	3	9,161368341975557e-06
vtuosa	3	9,161368341975557e-06
cristiandad	3	9,161368341975557e-06
calvo	3	9,161368341975557e-06
acarrear	3	9,161368341975557e-06
posi	3	9,161368341975557e-06
destajo	3	9,161368341975557e-06
cortar+lo	3	9,161368341975557e-06
feriar	3	9,161368341975557e-06
entenplar	3	9,161368341975557e-06
oler	3	9,161368341975557e-06
ciervo	3	9,161368341975557e-06
refrenanc	3	9,161368341975557e-06
cargar	3	9,161368341975557e-06
parecer+le	3	9,161368341975557e-06
quertaes	3	9,161368341975557e-06
patrimonio	3	9,161368341975557e-06
demudar	3	9,161368341975557e-06
luchar	3	9,161368341975557e-06
departimientode	3	9,161368341975557e-06
quita	3	9,161368341975557e-06
envejecer	3	9,161368341975557e-06
siguiente	3	9,161368341975557e-06
encomnedadas	3	9,161368341975557e-06
fielmente	3	9,161368341975557e-06
rogar+te	3	9,161368341975557e-06
desconocer	3	9,161368341975557e-06
vengana	3	9,161368341975557e-06
helar	3	9,161368341975557e-06
envejesc	3	9,161368341975557e-06
comuni	3	9,161368341975557e-06
cuantía	3	9,161368341975557e-06
suspirar	3	9,161368341975557e-06
diestra	3	9,161368341975557e-06
retornar	3	9,161368341975557e-06
luis	3	9,161368341975557e-06
ento	3	9,161368341975557e-06
qeres	3	9,161368341975557e-06
genes	3	9,161368341975557e-06
grandesfechos	3	9,161368341975557e-06
demuestraque	3	9,161368341975557e-06
dama	3	9,161368341975557e-06
gomorra	3	9,161368341975557e-06
notablemente	3	9,161368341975557e-06
bocado	3	9,161368341975557e-06
posada	3	9,161368341975557e-06
asuero	3	9,161368341975557e-06
apartamiento	3	9,161368341975557e-06
abierto	3	9,161368341975557e-06
relumbrar	3	9,161368341975557e-06
coracones	3	9,161368341975557e-06
iiiies	3	9,161368341975557e-06
rogador	3	9,161368341975557e-06
acometedor	3	9,161368341975557e-06
qsieron	3	9,161368341975557e-06
sd	3	9,161368341975557e-06
tragar	3	9,161368341975557e-06
cabildo	3	9,161368341975557e-06
canciller	3	9,161368341975557e-06
fechar	3	9,161368341975557e-06
vendida	3	9,161368341975557e-06
altamente	3	9,161368341975557e-06
mauricio	3	9,161368341975557e-06
alado	3	9,161368341975557e-06
ofresc	3	9,161368341975557e-06
ꝑtes	3	9,161368341975557e-06
ebas	3	9,161368341975557e-06
desamparo	3	9,161368341975557e-06
eque	3	9,161368341975557e-06
isidoro	3	9,161368341975557e-06
yo+te	3	9,161368341975557e-06
mad	3	9,161368341975557e-06
ygłia	3	9,161368341975557e-06
ardiente	3	9,161368341975557e-06
jado	3	9,161368341975557e-06
enpesc	3	9,161368341975557e-06
dieta	3	9,161368341975557e-06
hedor	3	9,161368341975557e-06
mansamente	3	9,161368341975557e-06
çad	3	9,161368341975557e-06
qera	3	9,161368341975557e-06
astico	3	9,161368341975557e-06
toller	3	9,161368341975557e-06
ligamiento	3	9,161368341975557e-06
tirado	3	9,161368341975557e-06
amuchiguar	3	9,161368341975557e-06
docena	3	9,161368341975557e-06
perfec	3	9,161368341975557e-06
elo	3	9,161368341975557e-06
maduro	3	9,161368341975557e-06
perjuro	3	9,161368341975557e-06
hermandad	3	9,161368341975557e-06
ardor	3	9,161368341975557e-06
encantamiento	3	9,161368341975557e-06
brebaje	3	9,161368341975557e-06
destrucción	3	9,161368341975557e-06
contar+le	3	9,161368341975557e-06
órgano	3	9,161368341975557e-06
riso	3	9,161368341975557e-06
águila	3	9,161368341975557e-06
alholies	3	9,161368341975557e-06
crónica	3	9,161368341975557e-06
objeto	3	9,161368341975557e-06
mor	3	9,161368341975557e-06
rresc	3	9,161368341975557e-06
aqparesc	3	9,161368341975557e-06
deꝑte	3	9,161368341975557e-06
claudiano	3	9,161368341975557e-06
haber+lo	3	9,161368341975557e-06
empador	3	9,161368341975557e-06
libio	3	9,161368341975557e-06
columna	3	9,161368341975557e-06
dote	3	9,161368341975557e-06
alongamiento	3	9,161368341975557e-06
lumbroso	3	9,161368341975557e-06
patriarca	3	9,161368341975557e-06
airado	3	9,161368341975557e-06
enano	3	9,161368341975557e-06
desmesuradamente	3	9,161368341975557e-06
aquien_a+aquien_quien	3	9,161368341975557e-06
signar	3	9,161368341975557e-06
gozar+se	3	9,161368341975557e-06
escudar	3	9,161368341975557e-06
sufrencia	3	9,161368341975557e-06
animoso	3	9,161368341975557e-06
pavor	3	9,161368341975557e-06
pedir+le	3	9,161368341975557e-06
culanas	3	9,161368341975557e-06
trastornable	3	9,161368341975557e-06
poder+le	3	9,161368341975557e-06
gonc	3	9,161368341975557e-06
porfiosamente	3	9,161368341975557e-06
parlar	3	9,161368341975557e-06
sc	3	9,161368341975557e-06
ienden	3	9,161368341975557e-06
enriquecer	3	9,161368341975557e-06
desigualar	3	9,161368341975557e-06
paser	3	9,161368341975557e-06
tin	3	9,161368341975557e-06
suciedad	3	9,161368341975557e-06
adúltero	3	9,161368341975557e-06
disolver	3	9,161368341975557e-06
declarac	3	9,161368341975557e-06
rehacer	3	9,161368341975557e-06
porquel_porque+porquel_el	3	9,161368341975557e-06
maridable	3	9,161368341975557e-06
abundamiento	3	9,161368341975557e-06
mudo	3	9,161368341975557e-06
ayuntar+se	3	9,161368341975557e-06
incuenta	3	9,161368341975557e-06
magno	3	9,161368341975557e-06
julia	3	9,161368341975557e-06
maestría	3	9,161368341975557e-06
juntar	3	9,161368341975557e-06
subiec	3	9,161368341975557e-06
inta	3	9,161368341975557e-06
nariz	3	9,161368341975557e-06
bisabuelo	3	9,161368341975557e-06
juntura	3	9,161368341975557e-06
ꝑsona	3	9,161368341975557e-06
compadre	3	9,161368341975557e-06
feria	3	9,161368341975557e-06
buenamente	3	9,161368341975557e-06
guisado	3	9,161368341975557e-06
casta	3	9,161368341975557e-06
88	3	9,161368341975557e-06
labor	3	9,161368341975557e-06
tejer	3	9,161368341975557e-06
entredecir	3	9,161368341975557e-06
ense_en+ense_se	3	9,161368341975557e-06
hervir	3	9,161368341975557e-06
aunar	3	9,161368341975557e-06
costilla	3	9,161368341975557e-06
parto	3	9,161368341975557e-06
contemplanc	3	9,161368341975557e-06
desenfrenado	3	9,161368341975557e-06
pren	3	9,161368341975557e-06
sara	3	9,161368341975557e-06
ierc	3	9,161368341975557e-06
enflaquesc	3	9,161368341975557e-06
lisiar	3	9,161368341975557e-06
pozo	3	9,161368341975557e-06
lastimar	3	9,161368341975557e-06
ntre	3	9,161368341975557e-06
migos	3	9,161368341975557e-06
arena	3	9,161368341975557e-06
cin	3	9,161368341975557e-06
zaqueo	3	9,161368341975557e-06
partir+se	3	9,161368341975557e-06
doliente	3	9,161368341975557e-06
procura	3	9,161368341975557e-06
labra	3	9,161368341975557e-06
solino	3	9,161368341975557e-06
ester	3	9,161368341975557e-06
pierna	3	9,161368341975557e-06
corvo	3	9,161368341975557e-06
entresi_entre+entresi_sí	3	9,161368341975557e-06
cura	3	9,161368341975557e-06
donación	3	9,161368341975557e-06
simplicidad	3	9,161368341975557e-06
plegar	3	9,161368341975557e-06
peinar	3	9,161368341975557e-06
dion	3	9,161368341975557e-06
apresurar	3	9,161368341975557e-06
nabot	3	9,161368341975557e-06
grad	3	9,161368341975557e-06
vdaderamente	3	9,161368341975557e-06
acuerdo	3	9,161368341975557e-06
presuponer	3	9,161368341975557e-06
tos	3	9,161368341975557e-06
delibrar	3	9,161368341975557e-06
pedir	3	9,161368341975557e-06
diálogo	3	9,161368341975557e-06
enponc	3	9,161368341975557e-06
sierpe	3	9,161368341975557e-06
ético	3	9,161368341975557e-06
guardar+lo	3	9,161368341975557e-06
melia	3	9,161368341975557e-06
resusc	3	9,161368341975557e-06
pmeros	3	9,161368341975557e-06
eredezir	3	9,161368341975557e-06
reformar	3	9,161368341975557e-06
principio	3	9,161368341975557e-06
doblar	3	9,161368341975557e-06
silogismo	3	9,161368341975557e-06
tomne	3	9,161368341975557e-06
maestrazgo	3	9,161368341975557e-06
empec	3	9,161368341975557e-06
volar	3	9,161368341975557e-06
conjuración	3	9,161368341975557e-06
comedir	3	9,161368341975557e-06
ayer	3	9,161368341975557e-06
mago	3	9,161368341975557e-06
tímpano	3	9,161368341975557e-06
descubierto	3	9,161368341975557e-06
cam	3	9,161368341975557e-06
finiestra	3	9,161368341975557e-06
rueca	3	9,161368341975557e-06
anamente	3	9,161368341975557e-06
compañero	3	9,161368341975557e-06
juventud	3	9,161368341975557e-06
setenta	3	9,161368341975557e-06
pera	3	9,161368341975557e-06
120	3	9,161368341975557e-06
nueve	3	9,161368341975557e-06
virginal	3	9,161368341975557e-06
acometer+lo	3	9,161368341975557e-06
publicamente	3	9,161368341975557e-06
orígenes	3	9,161368341975557e-06
ron	3	9,161368341975557e-06
hoya	3	9,161368341975557e-06
murmuración	3	9,161368341975557e-06
comuidad	3	9,161368341975557e-06
mueble	3	9,161368341975557e-06
acoger	3	9,161368341975557e-06
animado	3	9,161368341975557e-06
espuela	3	9,161368341975557e-06
oficiar	3	9,161368341975557e-06
layre	3	9,161368341975557e-06
portero	3	9,161368341975557e-06
casco	3	9,161368341975557e-06
muchomas	3	9,161368341975557e-06
jonatán	3	9,161368341975557e-06
uva	3	9,161368341975557e-06
pastura	3	9,161368341975557e-06
cordero	3	9,161368341975557e-06
propiacion	3	9,161368341975557e-06
circuncisión	3	9,161368341975557e-06
bigamia	3	9,161368341975557e-06
argüir	3	9,161368341975557e-06
comutaciones	3	9,161368341975557e-06
usual	3	9,161368341975557e-06
meajal	3	9,161368341975557e-06
tar	3	9,161368341975557e-06
po	3	9,161368341975557e-06
alholie	3	9,161368341975557e-06
predicador	3	9,161368341975557e-06
pestilencioso	3	9,161368341975557e-06
artero	3	9,161368341975557e-06
mercador	3	9,161368341975557e-06
nigund	3	9,161368341975557e-06
vocablo	3	9,161368341975557e-06
legitimamente	3	9,161368341975557e-06
genesia	3	9,161368341975557e-06
enpo	3	9,161368341975557e-06
tuoso	3	9,161368341975557e-06
camarero	3	9,161368341975557e-06
encomne	3	9,161368341975557e-06
adelantamiento	3	9,161368341975557e-06
papias	3	9,161368341975557e-06
cuesta	3	9,161368341975557e-06
ensangrentar	3	9,161368341975557e-06
desnuydad	3	9,161368341975557e-06
nescen	3	9,161368341975557e-06
queeren	3	9,161368341975557e-06
satanás	3	9,161368341975557e-06
ensy_en+ensy_sí	3	9,161368341975557e-06
cal	3	9,161368341975557e-06
qnto	3	9,161368341975557e-06
hetora	3	9,161368341975557e-06
susticia	3	9,161368341975557e-06
cibdadanamente	3	9,161368341975557e-06
objeción	3	9,161368341975557e-06
despierto	3	9,161368341975557e-06
contingente	3	9,161368341975557e-06
candar	3	9,161368341975557e-06
estragar	3	9,161368341975557e-06
cinco	3	9,161368341975557e-06
parar+se	3	9,161368341975557e-06
contradicción	3	9,161368341975557e-06
enero	3	9,161368341975557e-06
número	3	9,161368341975557e-06
claracion	3	9,161368341975557e-06
ainalias	3	9,161368341975557e-06
desembargar	3	9,161368341975557e-06
espacio	3	9,161368341975557e-06
interpetrando	3	9,161368341975557e-06
reparar	3	9,161368341975557e-06
negativo	3	9,161368341975557e-06
domingo	3	9,161368341975557e-06
podomio	3	9,161368341975557e-06
rephende	3	9,161368341975557e-06
colorear	3	9,161368341975557e-06
arrebatadamente	3	9,161368341975557e-06
sobrella_sobre+sobrella_el	3	9,161368341975557e-06
entresy_entre+entresy_sí	3	9,161368341975557e-06
monarquía	3	9,161368341975557e-06
mejorcosa	3	9,161368341975557e-06
esion	3	9,161368341975557e-06
samuel	3	9,161368341975557e-06
deuteronomio	3	9,161368341975557e-06
deuteromonio	3	9,161368341975557e-06
ralo	3	9,161368341975557e-06
cuarta	3	9,161368341975557e-06
ltirano	3	9,161368341975557e-06
depósito	3	9,161368341975557e-06
bramar	3	9,161368341975557e-06
asonada	3	9,161368341975557e-06
espaciar	3	9,161368341975557e-06
príamo	3	9,161368341975557e-06
rómulo	3	9,161368341975557e-06
nro	3	9,161368341975557e-06
tonelles	3	9,161368341975557e-06
marte	3	9,161368341975557e-06
adidas	3	9,161368341975557e-06
seguir+me	3	9,161368341975557e-06
rigor	3	9,161368341975557e-06
leuangelio	3	9,161368341975557e-06
aples	3	9,161368341975557e-06
barbacana	3	9,161368341975557e-06
anzuelo	3	9,161368341975557e-06
mostrar+me	3	9,161368341975557e-06
económico	3	9,161368341975557e-06
tanbién	3	9,161368341975557e-06
cazador	3	9,161368341975557e-06
nervio	3	9,161368341975557e-06
españa	3	9,161368341975557e-06
añadir	3	9,161368341975557e-06
costreñir	3	9,161368341975557e-06
alzar+se	3	9,161368341975557e-06
ceñir	3	9,161368341975557e-06
maza	3	9,161368341975557e-06
mañana	3	9,161368341975557e-06
temple	3	9,161368341975557e-06
lozanía	3	9,161368341975557e-06
fondo	3	9,161368341975557e-06
palenque	3	9,161368341975557e-06
sirgo	3	9,161368341975557e-06
semejanza	3	9,161368341975557e-06
alférez	3	9,161368341975557e-06
azotar	3	9,161368341975557e-06
aquéllos	3	9,161368341975557e-06
esforzar+lo	3	9,161368341975557e-06
acero	3	9,161368341975557e-06
desaprovechoso	3	9,161368341975557e-06
uña	3	9,161368341975557e-06
cercar+lo	3	9,161368341975557e-06
desafiar	3	9,161368341975557e-06
lanzar+le	3	9,161368341975557e-06
alquitrán	3	9,161368341975557e-06
guarnecer	3	9,161368341975557e-06
topar	3	9,161368341975557e-06
juno	3	9,161368341975557e-06
beldad	3	9,161368341975557e-06
pértigo	3	9,161368341975557e-06
bifa	3	9,161368341975557e-06
gato	3	9,161368341975557e-06
viña	3	9,161368341975557e-06
sobrado	3	9,161368341975557e-06
laurel	3	9,161368341975557e-06
abertura	3	9,161368341975557e-06
azote	3	9,161368341975557e-06
bolsa	3	9,161368341975557e-06
poro_por+poro_o	3	9,161368341975557e-06
antípoda	3	9,161368341975557e-06
orza	3	9,161368341975557e-06
gil	2	6,107578894650372e-06
perpetuo	2	6,107578894650372e-06
perpetuar	2	6,107578894650372e-06
limpia	2	6,107578894650372e-06
personal	2	6,107578894650372e-06
sotilmente	2	6,107578894650372e-06
amonestamiento	2	6,107578894650372e-06
principar	2	6,107578894650372e-06
teórica	2	6,107578894650372e-06
quantoma	2	6,107578894650372e-06
volumen	2	6,107578894650372e-06
pmer	2	6,107578894650372e-06
lan_lo+lan_haber	2	6,107578894650372e-06
auenturanc	2	6,107578894650372e-06
amoroso	2	6,107578894650372e-06
palpable	2	6,107578894650372e-06
ordenamientode	2	6,107578894650372e-06
oído	2	6,107578894650372e-06
gouemamiento	2	6,107578894650372e-06
desacuerdo	2	6,107578894650372e-06
finalmente	2	6,107578894650372e-06
afín	2	6,107578894650372e-06
prouechosamente	2	6,107578894650372e-06
cualidad	2	6,107578894650372e-06
petafio	2	6,107578894650372e-06
lisonjean	2	6,107578894650372e-06
mancillar	2	6,107578894650372e-06
enformar	2	6,107578894650372e-06
último	2	6,107578894650372e-06
haber+le	2	6,107578894650372e-06
fallar+le	2	6,107578894650372e-06
heuir	2	6,107578894650372e-06
maco	2	6,107578894650372e-06
llanto	2	6,107578894650372e-06
intellectual	2	6,107578894650372e-06
airar	2	6,107578894650372e-06
plutarco	2	6,107578894650372e-06
llantén	2	6,107578894650372e-06
almena	2	6,107578894650372e-06
iende	2	6,107578894650372e-06
Íole	2	6,107578894650372e-06
lombre	2	6,107578894650372e-06
aguer	2	6,107578894650372e-06
rephender	2	6,107578894650372e-06
desp	2	6,107578894650372e-06
struyo	2	6,107578894650372e-06
lic	2	6,107578894650372e-06
leytaciones	2	6,107578894650372e-06
masimissa	2	6,107578894650372e-06
mo	2	6,107578894650372e-06
herodes	2	6,107578894650372e-06
roboán	2	6,107578894650372e-06
jeroboam	2	6,107578894650372e-06
34	2	6,107578894650372e-06
filososo	2	6,107578894650372e-06
35	2	6,107578894650372e-06
cami	2	6,107578894650372e-06
escan	2	6,107578894650372e-06
enando	2	6,107578894650372e-06
senado	2	6,107578894650372e-06
corromper+se	2	6,107578894650372e-06
honrrano	2	6,107578894650372e-06
giboso	2	6,107578894650372e-06
ercada	2	6,107578894650372e-06
mes	2	6,107578894650372e-06
retener+lo	2	6,107578894650372e-06
iamiento	2	6,107578894650372e-06
cobre	2	6,107578894650372e-06
ale	2	6,107578894650372e-06
fincar+me	2	6,107578894650372e-06
ublo	2	6,107578894650372e-06
floresc	2	6,107578894650372e-06
obligación	2	6,107578894650372e-06
inn	2	6,107578894650372e-06
mosaico	2	6,107578894650372e-06
soberano	2	6,107578894650372e-06
deuterono	2	6,107578894650372e-06
injurioso	2	6,107578894650372e-06
sseo	2	6,107578894650372e-06
proceder	2	6,107578894650372e-06
redentor	2	6,107578894650372e-06
enmienda	2	6,107578894650372e-06
corregir	2	6,107578894650372e-06
tenpora	2	6,107578894650372e-06
agunos	2	6,107578894650372e-06
soiuzgaron	2	6,107578894650372e-06
inticion	2	6,107578894650372e-06
podrio	2	6,107578894650372e-06
pricipe	2	6,107578894650372e-06
mosca	2	6,107578894650372e-06
víbora	2	6,107578894650372e-06
ieruos	2	6,107578894650372e-06
loii	2	6,107578894650372e-06
peqn	2	6,107578894650372e-06
loiiii	2	6,107578894650372e-06
mordimiento	2	6,107578894650372e-06
ercado	2	6,107578894650372e-06
fa	2	6,107578894650372e-06
fondón	2	6,107578894650372e-06
miaua	2	6,107578894650372e-06
larado	2	6,107578894650372e-06
ensoberuec	2	6,107578894650372e-06
atic	2	6,107578894650372e-06
ilio	2	6,107578894650372e-06
aronlo	2	6,107578894650372e-06
rienda	2	6,107578894650372e-06
arado	2	6,107578894650372e-06
ennos_en+ennos_el	2	6,107578894650372e-06
cor	2	6,107578894650372e-06
quejar	2	6,107578894650372e-06
mies	2	6,107578894650372e-06
seca	2	6,107578894650372e-06
presc	2	6,107578894650372e-06
meter+le	2	6,107578894650372e-06
amón	2	6,107578894650372e-06
vidas	2	6,107578894650372e-06
iaron	2	6,107578894650372e-06
desatar	2	6,107578894650372e-06
inteligible	2	6,107578894650372e-06
prolongadamente	2	6,107578894650372e-06
consolar	2	6,107578894650372e-06
experiencia	2	6,107578894650372e-06
fant	2	6,107578894650372e-06
vegetativo	2	6,107578894650372e-06
estimación	2	6,107578894650372e-06
compuesto	2	6,107578894650372e-06
participación	2	6,107578894650372e-06
tempranc	2	6,107578894650372e-06
conocedor	2	6,107578894650372e-06
racional	2	6,107578894650372e-06
temperanc	2	6,107578894650372e-06
entrellas_entre+entrellas_ellas	2	6,107578894650372e-06
practicar	2	6,107578894650372e-06
temperancia	2	6,107578894650372e-06
lguna	2	6,107578894650372e-06
speculatiuo	2	6,107578894650372e-06
ennoblecer	2	6,107578894650372e-06
cosmo	2	6,107578894650372e-06
ynnocencia	2	6,107578894650372e-06
solercia	2	6,107578894650372e-06
aconsejar+se	2	6,107578894650372e-06
asimismo	2	6,107578894650372e-06
amistad	2	6,107578894650372e-06
bardanc	2	6,107578894650372e-06
cea	2	6,107578894650372e-06
comues	2	6,107578894650372e-06
requerir	2	6,107578894650372e-06
castigar+le	2	6,107578894650372e-06
puridad	2	6,107578894650372e-06
conmenc	2	6,107578894650372e-06
arrebato	2	6,107578894650372e-06
perfecto	2	6,107578894650372e-06
comoson	2	6,107578894650372e-06
aparejo	2	6,107578894650372e-06
culio	2	6,107578894650372e-06
contener+se	2	6,107578894650372e-06
iuii	2	6,107578894650372e-06
principalidad	2	6,107578894650372e-06
candelero	2	6,107578894650372e-06
ficio	2	6,107578894650372e-06
pujar	2	6,107578894650372e-06
patronio	2	6,107578894650372e-06
alegar+le	2	6,107578894650372e-06
mágico	2	6,107578894650372e-06
tonel	2	6,107578894650372e-06
go	2	6,107578894650372e-06
gallo	2	6,107578894650372e-06
lcelo	2	6,107578894650372e-06
siracusano	2	6,107578894650372e-06
marcelo	2	6,107578894650372e-06
estorbar	2	6,107578894650372e-06
perder+lo	2	6,107578894650372e-06
enloquecer	2	6,107578894650372e-06
cegadores	2	6,107578894650372e-06
timigora	2	6,107578894650372e-06
cumplir+le	2	6,107578894650372e-06
fucia	2	6,107578894650372e-06
blandamente	2	6,107578894650372e-06
escarnir	2	6,107578894650372e-06
raya	2	6,107578894650372e-06
tirada	2	6,107578894650372e-06
mercadería	2	6,107578894650372e-06
gualmente	2	6,107578894650372e-06
quartode	2	6,107578894650372e-06
perseguya	2	6,107578894650372e-06
fiestamente	2	6,107578894650372e-06
comentatiua	2	6,107578894650372e-06
ración	2	6,107578894650372e-06
sentimiento	2	6,107578894650372e-06
perdonar+le	2	6,107578894650372e-06
olvido	2	6,107578894650372e-06
torno	2	6,107578894650372e-06
pletura	2	6,107578894650372e-06
capitolio	2	6,107578894650372e-06
lucero	2	6,107578894650372e-06
haber+se	2	6,107578894650372e-06
marcos	2	6,107578894650372e-06
desmentir	2	6,107578894650372e-06
pncipe	2	6,107578894650372e-06
bruto	2	6,107578894650372e-06
fermosamente	2	6,107578894650372e-06
silario	2	6,107578894650372e-06
latr	2	6,107578894650372e-06
camildo	2	6,107578894650372e-06
acercar	2	6,107578894650372e-06
ydad	2	6,107578894650372e-06
conidad	2	6,107578894650372e-06
hunildad	2	6,107578894650372e-06
primeroes	2	6,107578894650372e-06
persiano	2	6,107578894650372e-06
romería	2	6,107578894650372e-06
degollar	2	6,107578894650372e-06
remover	2	6,107578894650372e-06
diye	2	6,107578894650372e-06
abogar	2	6,107578894650372e-06
gozar+te	2	6,107578894650372e-06
maenra	2	6,107578894650372e-06
maera	2	6,107578894650372e-06
aqpone	2	6,107578894650372e-06
sufrir+lo	2	6,107578894650372e-06
acordar+te	2	6,107578894650372e-06
mudanc	2	6,107578894650372e-06
pesar+le	2	6,107578894650372e-06
aty_a+aty_ti	2	6,107578894650372e-06
raposa	2	6,107578894650372e-06
pelo	2	6,107578894650372e-06
murmurar	2	6,107578894650372e-06
zenón	2	6,107578894650372e-06
osamente	2	6,107578894650372e-06
cuidar+lo	2	6,107578894650372e-06
octava	2	6,107578894650372e-06
yantar	2	6,107578894650372e-06
cautivar	2	6,107578894650372e-06
desposar	2	6,107578894650372e-06
o+su	2	6,107578894650372e-06
enbyaron	2	6,107578894650372e-06
enl_en+enl_el	2	6,107578894650372e-06
llegar+se	2	6,107578894650372e-06
maldición	2	6,107578894650372e-06
desconocido	2	6,107578894650372e-06
fabio	2	6,107578894650372e-06
galar	2	6,107578894650372e-06
doler+se	2	6,107578894650372e-06
iolos	2	6,107578894650372e-06
dec	2	6,107578894650372e-06
tristables	2	6,107578894650372e-06
mesor	2	6,107578894650372e-06
mengunado	2	6,107578894650372e-06
conpromimiento	2	6,107578894650372e-06
gegund	2	6,107578894650372e-06
cogitación	2	6,107578894650372e-06
sablar	2	6,107578894650372e-06
cas_ca+cas_se	2	6,107578894650372e-06
malamente	2	6,107578894650372e-06
querelloso	2	6,107578894650372e-06
hacimiento	2	6,107578894650372e-06
tardinero	2	6,107578894650372e-06
desvedar	2	6,107578894650372e-06
tardanc	2	6,107578894650372e-06
ienta	2	6,107578894650372e-06
otroque	2	6,107578894650372e-06
maliciosamente	2	6,107578894650372e-06
tinoco	2	6,107578894650372e-06
dobla	2	6,107578894650372e-06
semejable	2	6,107578894650372e-06
gradesc	2	6,107578894650372e-06
reconosc	2	6,107578894650372e-06
reconocer	2	6,107578894650372e-06
encarc	2	6,107578894650372e-06
larca	2	6,107578894650372e-06
defensión	2	6,107578894650372e-06
donadío	2	6,107578894650372e-06
retenedor	2	6,107578894650372e-06
conuieue	2	6,107578894650372e-06
ena_en+ena_el	2	6,107578894650372e-06
espartarios	2	6,107578894650372e-06
