                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 2.1338,                 1.8726,                 2.0782,                0.72086,                0.37905,                0.41943,                0.20132,                 1.9701,                 1.5461,                 2.0178,             0.00072636,             0.00072636,             0.00072636
                    152,                 1.8953,                 1.8098,                  1.981,                0.61126,                0.38736,                0.40828,                0.19503,                 2.0235,                 1.5122,                 2.0637,             0.00072164,             0.00072164,             0.00072164
                    153,                 2.1207,                 1.6683,                 2.1728,                0.61544,                0.41414,                0.52109,                0.24784,                 1.9235,                 1.7084,                 1.9975,             0.00071693,             0.00071693,             0.00071693
                    154,                 1.9986,                 1.7855,                 2.1187,                0.64916,                0.38812,                0.47866,                0.23342,                 1.9882,                   1.53,                 2.0339,             0.00071221,             0.00071221,             0.00071221
                    155,                 2.2159,                 1.7875,                 2.1895,                0.50731,                0.54337,                 0.5601,                0.26182,                 1.9848,                 1.4522,                 2.0605,              0.0007075,              0.0007075,              0.0007075
                    156,                 2.0061,                 1.7585,                 2.0773,                0.53437,                0.64693,                0.54528,                0.25924,                 1.9039,                  1.421,                 1.9856,             0.00070278,             0.00070278,             0.00070278
                    157,                 1.8071,                 1.5682,                 1.9523,                0.72139,                0.36967,                0.52392,                0.26528,                  1.864,                 1.4734,                 1.9793,             0.00069807,             0.00069807,             0.00069807
                    158,                 1.9894,                 1.6896,                  2.038,                 0.7157,                0.41136,                0.55273,                0.25012,                 1.9103,                 1.4797,                 1.9569,             0.00069335,             0.00069335,             0.00069335
                    159,                 1.8769,                 1.6433,                 1.9912,                0.56064,                0.55411,                 0.5349,                0.24373,                 1.8571,                 1.5461,                 1.9038,             0.00068864,             0.00068864,             0.00068864
                    160,                  1.849,                 1.6447,                 1.8706,                0.70255,                0.35238,                0.42557,                0.22669,                 1.7853,                  1.508,                 1.9019,             0.00068392,             0.00068392,             0.00068392
                    161,                 1.9203,                 1.7734,                 1.9571,                0.57752,                0.51877,                0.49124,                0.24376,                 1.8587,                 1.3867,                 1.9605,              0.0006792,              0.0006792,              0.0006792
                    162,                 1.9985,                 1.6098,                 2.0577,                0.42738,                0.62357,                0.56922,                 0.2743,                 1.7967,                 1.3944,                  1.888,             0.00067449,             0.00067449,             0.00067449
                    163,                 2.0983,                 1.7238,                 2.0975,                0.65775,                0.41367,                0.57916,                0.26415,                 1.8371,                  1.418,                 1.8914,             0.00066977,             0.00066977,             0.00066977
                    164,                 2.0445,                 1.7765,                 2.1142,                0.63119,                0.51063,                0.54828,                0.24225,                 1.9252,                  1.404,                 1.9625,             0.00066506,             0.00066506,             0.00066506
                    165,                 2.0461,                 1.8385,                 1.9849,                0.38718,                0.53146,                0.52442,                0.25862,                   1.92,                 1.4148,                 1.9822,             0.00066034,             0.00066034,             0.00066034
                    166,                 1.8752,                 1.6478,                 2.0241,                0.49995,                0.47821,                0.53151,                0.26238,                 1.8224,                 1.4082,                 1.9351,             0.00065563,             0.00065563,             0.00065563
                    167,                 2.0105,                 1.7486,                 2.0768,                0.51149,                0.52191,                 0.5768,                0.27944,                 1.7721,                 1.3911,                 1.8851,             0.00065091,             0.00065091,             0.00065091
                    168,                 2.2388,                 1.7854,                  2.162,                 0.4546,                0.64365,                0.60878,                0.28487,                  1.749,                 1.4969,                 1.8671,             0.00064619,             0.00064619,             0.00064619
                    169,                 2.0286,                 1.7627,                 2.1412,                0.60058,                0.53147,                 0.5862,                0.28924,                 1.7971,                 1.3406,                 1.9396,             0.00064148,             0.00064148,             0.00064148
                    170,                 1.9583,                 1.7825,                 2.0083,                0.65012,                0.39221,                0.55112,                0.27959,                 1.7943,                 1.4259,                 1.9016,             0.00063676,             0.00063676,             0.00063676
                    171,                 1.9227,                 1.6742,                 2.0349,                0.59562,                0.64449,                 0.5725,                0.29246,                 1.8222,                 1.4026,                 1.8966,             0.00063205,             0.00063205,             0.00063205
                    172,                 1.9099,                  1.763,                  1.967,                0.49026,                0.64488,                0.64929,                  0.308,                 1.8567,                 1.3598,                 1.9437,             0.00062733,             0.00062733,             0.00062733
                    173,                 1.9112,                 1.6889,                 1.9352,                0.38864,                0.69848,                0.64423,                 0.3214,                 1.7925,                  1.347,                 1.8853,             0.00062262,             0.00062262,             0.00062262
                    174,                 1.9106,                 1.7756,                 1.9697,                0.42077,                0.65803,                0.64315,                0.31509,                  1.819,                 1.2682,                 1.8899,              0.0006179,              0.0006179,              0.0006179
                    175,                 1.8395,                 1.5872,                 1.9845,                0.45964,                 0.7111,                0.60797,                0.29849,                 1.8439,                 1.2492,                  1.881,             0.00061318,             0.00061318,             0.00061318
                    176,                 2.1039,                 1.8143,                 2.1058,                0.48237,                0.77355,                0.61544,                0.27618,                 1.9086,                 1.3894,                 1.9155,             0.00060847,             0.00060847,             0.00060847
                    177,                 2.0872,                 1.7855,                 2.1779,                0.46138,                0.62328,                0.56813,                0.29152,                 1.7933,                 1.3524,                 1.8833,             0.00060375,             0.00060375,             0.00060375
                    178,                 1.8848,                 1.6491,                 1.9805,                0.59101,                 0.6397,                0.66868,                0.29936,                 1.7909,                 1.3366,                 1.8938,             0.00059904,             0.00059904,             0.00059904
                    179,                 1.8394,                 1.6084,                 1.8189,                0.62282,                0.58599,                0.66212,                0.31901,                 1.7336,                 1.3695,                 1.8448,             0.00059432,             0.00059432,             0.00059432
                    180,                 1.8721,                 1.6669,                 1.8931,                0.50433,                0.60979,                 0.6375,                 0.2995,                 1.8822,                 1.4349,                 1.9296,             0.00058961,             0.00058961,             0.00058961
                    181,                 1.7298,                  1.476,                 1.8215,                0.43161,                0.73526,                0.61487,                0.30031,                 1.8071,                 1.2774,                  1.853,             0.00058489,             0.00058489,             0.00058489
                    182,                 1.8601,                 1.6516,                 1.8712,                0.69604,                0.38782,                0.41043,                0.20765,                 1.8342,                 1.4161,                 1.8911,             0.00058017,             0.00058017,             0.00058017
                    183,                 1.9937,                 1.7022,                 2.1274,                0.75805,                0.43215,                0.51556,                0.24133,                 1.8335,                 1.3672,                 1.8943,             0.00057546,             0.00057546,             0.00057546
                    184,                 1.8354,                 1.5654,                 1.9106,                0.43658,                0.54024,                0.56599,                0.28131,                 1.7691,                 1.4501,                 1.8365,             0.00057074,             0.00057074,             0.00057074
                    185,                 1.9398,                 1.6362,                  2.021,                0.45841,                0.56154,                0.56572,                0.30581,                   1.78,                 1.3493,                 1.8503,             0.00056603,             0.00056603,             0.00056603
                    186,                 1.8721,                 1.5373,                 1.8425,                0.48631,                0.59647,                0.60062,                 0.2942,                  1.833,                 1.3344,                 1.8722,             0.00056131,             0.00056131,             0.00056131
                    187,                 1.9326,                 1.6136,                 1.9002,                0.58786,                0.60026,                 0.5969,                0.31726,                 1.8028,                 1.2998,                  1.858,              0.0005566,              0.0005566,              0.0005566
                    188,                 1.9173,                 1.6898,                 1.9757,                0.51018,                0.57533,                0.55597,                 0.3036,                 1.7969,                 1.2759,                 1.8725,             0.00055188,             0.00055188,             0.00055188
                    189,                 1.8846,                  1.583,                 2.0165,                0.73543,                0.44207,                0.51712,                0.26878,                 1.7699,                 1.2634,                 1.8393,             0.00054716,             0.00054716,             0.00054716
                    190,                 1.8348,                 1.5151,                   1.89,                0.76294,                0.44716,                0.56142,                0.27069,                 1.7606,                 1.3893,                 1.8253,             0.00054245,             0.00054245,             0.00054245
                    191,                 1.8787,                 1.5987,                 1.9382,                0.60141,                0.57971,                0.56593,                0.29319,                 1.8377,                 1.3673,                 1.9256,             0.00053773,             0.00053773,             0.00053773
                    192,                 1.8849,                 1.5858,                 2.0657,                 0.5954,                0.51289,                0.58462,                0.29027,                 1.8758,                 1.3202,                 1.9843,             0.00053302,             0.00053302,             0.00053302
                    193,                 1.8206,                 1.5089,                 1.9503,                0.53057,                0.58952,                 0.5735,                 0.3055,                 1.6824,                 1.2854,                 1.8063,              0.0005283,              0.0005283,              0.0005283
                    194,                 1.8787,                  1.536,                 2.0218,                0.51423,                0.61408,                0.59556,                0.31177,                 1.7354,                 1.3368,                 1.7968,             0.00052359,             0.00052359,             0.00052359
                    195,                 1.6975,                 1.4399,                 1.7623,                0.53833,                 0.5883,                0.61172,                0.33563,                 1.7614,                 1.2439,                 1.8211,             0.00051887,             0.00051887,             0.00051887
                    196,                  1.672,                 1.4264,                 1.8225,                0.59213,                0.61903,                 0.6289,                0.33255,                 1.7406,                 1.1973,                 1.8315,             0.00051415,             0.00051415,             0.00051415
                    197,                 1.9168,                 1.6018,                 1.9322,                0.67119,                0.54493,                 0.5998,                0.33211,                 1.7385,                 1.3327,                 1.8785,             0.00050944,             0.00050944,             0.00050944
                    198,                 1.8204,                 1.5019,                 1.9331,                0.46644,                0.62207,                0.55998,                0.32937,                 1.7409,                 1.2632,                 1.9077,             0.00050472,             0.00050472,             0.00050472
                    199,                 1.8066,                 1.3492,                  1.879,                0.55316,                0.59351,                0.59168,                0.33513,                 1.7314,                 1.2203,                 1.8763,             0.00050001,             0.00050001,             0.00050001
                    200,                 1.8176,                 1.5316,                 1.8464,                0.66305,                 0.6401,                0.68785,                0.37578,                 1.7152,                  1.192,                 1.8432,             0.00049529,             0.00049529,             0.00049529
                    201,                 1.8676,                 1.4673,                 1.9199,                 0.5902,                0.71627,                0.71476,                0.40592,                 1.6783,                 1.1917,                 1.8155,             0.00049058,             0.00049058,             0.00049058
                    202,                 1.8938,                  1.509,                 1.9961,                0.65807,                0.64079,                 0.6871,                0.38833,                 1.7046,                 1.3143,                 1.8205,             0.00048586,             0.00048586,             0.00048586
                    203,                 1.5897,                 1.4266,                 1.7563,                0.75323,                0.61543,                0.69984,                0.39972,                 1.7141,                 1.3517,                 1.8169,             0.00048114,             0.00048114,             0.00048114
                    204,                 1.8146,                 1.5071,                 1.9149,                0.69425,                0.70497,                0.72672,                0.38498,                  1.765,                 1.2478,                 1.8133,             0.00047643,             0.00047643,             0.00047643
                    205,                  1.521,                 1.3501,                 1.6503,                0.59115,                0.69066,                 0.7334,                0.38589,                 1.7989,                 1.1966,                 1.8295,             0.00047171,             0.00047171,             0.00047171
                    206,                 1.8247,                 1.4244,                 1.9645,                0.61161,                0.57689,                0.69501,                0.38211,                  1.729,                 1.1837,                 1.8116,               0.000467,               0.000467,               0.000467
                    207,                 1.8077,                 1.4656,                 1.7891,                 0.6506,                0.63212,                0.67072,                0.32857,                 1.7698,                 1.2327,                 1.8292,             0.00046228,             0.00046228,             0.00046228
                    208,                 1.8149,                 1.4326,                 1.8517,                0.52745,                 0.6704,                 0.6326,                0.30577,                 1.7618,                 1.2462,                 1.8208,             0.00045757,             0.00045757,             0.00045757
                    209,                 1.9198,                 1.6665,                 1.9506,                0.54447,                0.65616,                 0.6999,                0.33835,                 1.7339,                 1.2508,                 1.8194,             0.00045285,             0.00045285,             0.00045285
                    210,                 1.7048,                 1.4187,                 1.7369,                0.69411,                0.62772,                0.70149,                0.36434,                 1.7013,                 1.2053,                 1.7803,             0.00044813,             0.00044813,             0.00044813
                    211,                 1.7809,                   1.45,                 1.8557,                0.55791,                0.72554,                0.73376,                0.42871,                 1.6183,                  1.184,                 1.7525,             0.00044342,             0.00044342,             0.00044342
                    212,                 1.8844,                 1.5033,                 1.8708,                0.66184,                0.68838,                0.74172,                0.42521,                 1.6314,                 1.1497,                 1.7431,              0.0004387,              0.0004387,              0.0004387
                    213,                 1.7913,                 1.2915,                 1.7656,                0.62491,                0.71113,                0.74208,                  0.408,                 1.6683,                 1.1245,                 1.7691,             0.00043399,             0.00043399,             0.00043399
                    214,                  1.621,                 1.3828,                 1.6885,                 0.7196,                0.65693,                0.75292,                0.40451,                 1.7329,                 1.1593,                 1.8522,             0.00042927,             0.00042927,             0.00042927
                    215,                 1.7256,                 1.4162,                 1.8183,                0.70869,                0.67807,                0.77629,                0.41769,                 1.6169,                 1.1102,                 1.7457,             0.00042456,             0.00042456,             0.00042456
                    216,                 1.7752,                 1.3305,                 1.8219,                0.82119,                0.67944,                0.81365,                 0.4257,                  1.642,                 1.1688,                 1.7577,             0.00041984,             0.00041984,             0.00041984
                    217,                 1.7779,                 1.3337,                 1.7826,                0.82694,                0.66117,                0.75948,                 0.4154,                 1.6296,                  1.196,                 1.7684,             0.00041512,             0.00041512,             0.00041512
                    218,                 1.6071,                 1.4061,                 1.7374,                0.71602,                0.63551,                0.73674,                0.37066,                 1.6951,                  1.249,                  1.776,             0.00041041,             0.00041041,             0.00041041
                    219,                 1.9306,                 1.4752,                 1.9473,                0.51455,                 0.6704,                0.69542,                 0.3261,                 1.7615,                 1.1811,                 1.8062,             0.00040569,             0.00040569,             0.00040569
                    220,                 1.7854,                 1.5127,                 1.8582,                0.74974,                0.60916,                 0.6987,                0.34111,                 1.6539,                 1.1587,                   1.76,             0.00040098,             0.00040098,             0.00040098
                    221,                 1.7593,                 1.3925,                 1.8843,                0.73771,                0.70353,                0.74349,                0.37399,                 1.6148,                  1.169,                 1.7351,             0.00039626,             0.00039626,             0.00039626
                    222,                 1.9653,                 1.5014,                  1.843,                0.83877,                0.56804,                0.74026,                0.40967,                   1.62,                 1.2609,                 1.7421,             0.00039155,             0.00039155,             0.00039155
                    223,                 1.6888,                 1.3153,                 1.7349,                0.71643,                 0.5653,                0.73349,                0.41611,                 1.6367,                 1.1833,                 1.7815,             0.00038683,             0.00038683,             0.00038683
                    224,                 1.7411,                 1.3318,                 1.7667,                  0.571,                0.70907,                0.67903,                0.37999,                 1.6272,                 1.1304,                 1.7599,             0.00038211,             0.00038211,             0.00038211
                    225,                 1.7353,                 1.3316,                 1.7779,                0.66942,                0.76484,                0.74524,                0.40441,                 1.6896,                 1.1528,                 1.7724,              0.0003774,              0.0003774,              0.0003774
                    226,                 1.7696,                 1.3518,                  1.887,                0.62463,                0.79598,                0.75756,                0.42022,                 1.6779,                 1.1789,                 1.7786,             0.00037268,             0.00037268,             0.00037268
                    227,                 1.7867,                 1.3146,                 1.9195,                0.78767,                0.64848,                0.74478,                0.40679,                  1.676,                  1.167,                 1.8191,             0.00036797,             0.00036797,             0.00036797
                    228,                 1.8634,                 1.5669,                 1.8407,                0.67091,                0.66226,                0.72248,                0.37355,                 1.7177,                 1.1684,                 1.7843,             0.00036325,             0.00036325,             0.00036325
                    229,                 1.7023,                 1.3493,                 1.7927,                0.70413,                0.61401,                0.73834,                0.37203,                   1.75,                 1.1633,                 1.8045,             0.00035854,             0.00035854,             0.00035854
                    230,                 1.8868,                 1.4396,                 1.8186,                0.67724,                0.70001,                0.74334,                0.37969,                 1.7164,                 1.1518,                 1.8243,             0.00035382,             0.00035382,             0.00035382
                    231,                 1.8321,                 1.4419,                  1.802,                0.63048,                0.71271,                0.75539,                0.41372,                 1.6554,                 1.1349,                 1.8095,              0.0003491,              0.0003491,              0.0003491
                    232,                 1.9171,                 1.5284,                 1.8942,                0.61949,                0.77148,                0.77143,                0.41101,                 1.6183,                 1.1169,                 1.7506,             0.00034439,             0.00034439,             0.00034439
                    233,                 1.7888,                 1.3181,                 1.8557,                0.72258,                0.75671,                0.76548,                0.42809,                 1.6054,                 1.1533,                 1.7279,             0.00033967,             0.00033967,             0.00033967
                    234,                 1.6391,                  1.303,                 1.7075,                0.74509,                0.75186,                0.78756,                0.42082,                 1.6396,                 1.1792,                  1.775,             0.00033496,             0.00033496,             0.00033496
                    235,                 1.7598,                 1.4441,                 1.8902,                0.80789,                0.60341,                0.76463,                0.41373,                 1.6897,                 1.1312,                 1.8022,             0.00033024,             0.00033024,             0.00033024
                    236,                 1.7812,                 1.4097,                 1.8773,                0.71729,                0.65287,                0.76453,                0.42446,                  1.648,                 1.1384,                  1.726,             0.00032553,             0.00032553,             0.00032553
                    237,                 1.6893,                    1.4,                 1.7464,                0.66315,                0.83958,                0.78826,                0.41995,                 1.6189,                 1.1607,                 1.7035,             0.00032081,             0.00032081,             0.00032081
                    238,                 1.7263,                 1.3194,                 1.7647,                0.67078,                0.78104,                0.79189,                0.43236,                 1.6237,                 1.0958,                 1.7405,             0.00031609,             0.00031609,             0.00031609
                    239,                 1.7184,                 1.3347,                 1.8848,                 0.6382,                0.77614,                0.75975,                0.41288,                 1.6497,                 1.0802,                 1.7817,             0.00031138,             0.00031138,             0.00031138
                    240,                 1.7759,                 1.2425,                 1.7915,                0.68469,                0.78705,                0.75456,                0.40977,                 1.6562,                 1.1131,                 1.7828,             0.00030666,             0.00030666,             0.00030666
                    241,                 1.7756,                 1.4164,                 1.7721,                0.58806,                0.70649,                0.72768,                0.41013,                 1.6365,                 1.1317,                 1.7548,             0.00030195,             0.00030195,             0.00030195
                    242,                 1.6393,                 1.2137,                 1.6223,                0.66126,                0.69187,                0.72406,                0.41876,                 1.6274,                 1.1102,                 1.7839,             0.00029723,             0.00029723,             0.00029723
                    243,                 1.5978,                 1.2226,                 1.7481,                0.74895,                0.64795,                0.73685,                0.43379,                 1.6371,                 1.1032,                 1.7641,             0.00029252,             0.00029252,             0.00029252
                    244,                 1.6001,                 1.2901,                 1.6796,                0.74959,                0.74434,                0.81661,                0.46387,                 1.6348,                 1.0944,                 1.7309,              0.0002878,              0.0002878,              0.0002878
                    245,                 1.5585,                 1.1947,                 1.5994,                0.70573,                0.80027,                0.82987,                0.46941,                 1.5866,                 1.0935,                 1.7134,             0.00028308,             0.00028308,             0.00028308
                    246,                 1.5524,                 1.2347,                 1.5449,                0.74945,                0.76059,                0.79055,                 0.4478,                 1.5918,                 1.1037,                 1.7326,             0.00027837,             0.00027837,             0.00027837
                    247,                 1.6229,                 1.1709,                 1.7321,                0.70126,                0.76989,                0.79256,                0.45309,                 1.5319,                 1.0596,                 1.6852,             0.00027365,             0.00027365,             0.00027365
                    248,                 1.6312,                 1.2395,                 1.6588,                0.72018,                0.74601,                0.80094,                0.44093,                 1.6088,                 1.1021,                 1.7355,             0.00026894,             0.00026894,             0.00026894
                    249,                 1.5702,                 1.1986,                 1.7948,                0.74497,                0.78757,                0.82087,                0.46648,                 1.6053,                 1.1255,                 1.7141,             0.00026422,             0.00026422,             0.00026422
                    250,                 1.4666,                  1.206,                 1.5167,                0.71697,                0.78319,                0.81646,                0.45787,                 1.5839,                 1.1298,                 1.6988,             0.00025951,             0.00025951,             0.00025951
                    251,                 1.7859,                 1.4733,                 1.8279,                0.68846,                0.78711,                 0.8246,                0.47035,                 1.5809,                 1.0904,                 1.7077,             0.00025479,             0.00025479,             0.00025479
                    252,                 1.7912,                 1.4622,                 1.8348,                0.72065,                0.74453,                0.81272,                0.44018,                 1.5864,                  1.109,                 1.6881,             0.00025007,             0.00025007,             0.00025007
                    253,                 1.6913,                 1.3112,                 1.7941,                0.72873,                0.72354,                0.78365,                 0.4023,                 1.6346,                 1.1139,                  1.706,             0.00024536,             0.00024536,             0.00024536
                    254,                 1.6867,                 1.2893,                 1.7684,                0.66765,                0.81765,                0.78764,                0.42158,                 1.6036,                 1.0798,                 1.6984,             0.00024064,             0.00024064,             0.00024064
                    255,                 1.7328,                 1.2919,                 1.7931,                0.67277,                0.82124,                0.81615,                0.48078,                 1.5604,                 1.0657,                 1.7179,             0.00023593,             0.00023593,             0.00023593
                    256,                 1.6473,                 1.2898,                 1.7114,                0.63703,                0.83522,                  0.796,                0.45981,                 1.5467,                 1.1234,                 1.6929,             0.00023121,             0.00023121,             0.00023121
                    257,                 1.7188,                 1.3689,                 1.7237,                0.81666,                0.68185,                0.77155,                0.45568,                 1.5602,                 1.1512,                  1.685,              0.0002265,              0.0002265,              0.0002265
                    258,                 1.5158,                 1.1263,                 1.6254,                0.73109,                0.71467,                0.76301,                0.45201,                 1.5708,                 1.1109,                 1.7008,             0.00022178,             0.00022178,             0.00022178
                    259,                 1.6206,                 1.2991,                 1.6577,                0.73997,                0.75379,                 0.7894,                0.46457,                 1.6107,                 1.0749,                 1.7469,             0.00021707,             0.00021707,             0.00021707
                    260,                 1.6392,                  1.347,                 1.6864,                0.69606,                0.77409,                0.77724,                  0.456,                 1.6267,                 1.0863,                 1.7505,             0.00021235,             0.00021235,             0.00021235
                    261,                  1.578,                 1.2176,                 1.6823,                0.66402,                0.75473,                0.77916,                0.46187,                 1.5892,                 1.0774,                 1.7183,             0.00020763,             0.00020763,             0.00020763
                    262,                 1.5826,                 1.3865,                 1.7726,                0.75079,                0.62058,                0.75277,                0.44557,                 1.5495,                 1.1017,                   1.68,             0.00020292,             0.00020292,             0.00020292
                    263,                 1.7455,                 1.3225,                 1.7833,                0.61389,                0.79212,                0.79072,                0.45212,                 1.5557,                 1.1065,                 1.6826,              0.0001982,              0.0001982,              0.0001982
                    264,                 1.4835,                 1.1959,                 1.6653,                0.71436,                0.77003,                0.81701,                0.47956,                 1.5247,                 1.0745,                 1.6613,             0.00019349,             0.00019349,             0.00019349
                    265,                 1.5876,                 1.1594,                 1.5834,                0.82622,                0.69455,                0.79784,                0.45983,                 1.5359,                 1.0296,                 1.6551,             0.00018877,             0.00018877,             0.00018877
                    266,                 1.6291,                 1.2127,                  1.708,                0.73034,                0.70304,                0.78158,                0.45249,                 1.5246,                 1.0149,                 1.6478,             0.00018406,             0.00018406,             0.00018406
                    267,                 1.5878,                 1.2412,                 1.7419,                0.72238,                0.74098,                 0.7854,                 0.4527,                 1.4859,                 1.0168,                 1.6431,             0.00017934,             0.00017934,             0.00017934
                    268,                 1.5242,                 1.1703,                 1.6983,                0.71801,                0.75662,                0.80544,                0.47681,                 1.4805,                  1.038,                 1.6329,             0.00017462,             0.00017462,             0.00017462
                    269,                 1.7654,                 1.2653,                 1.8419,                0.78894,                0.76126,                0.83672,                0.47467,                 1.4957,                  1.066,                 1.6345,             0.00016991,             0.00016991,             0.00016991
                    270,                 1.5677,                 1.2362,                 1.6042,                0.74585,                0.76657,                 0.8253,                0.47763,                 1.5081,                 1.1064,                 1.6301,             0.00016519,             0.00016519,             0.00016519
                    271,                 1.3941,                 1.1719,                 1.5024,                 0.7394,                0.75362,                0.80229,                0.46658,                 1.5359,                 1.1001,                 1.6481,             0.00016048,             0.00016048,             0.00016048
                    272,                 1.5318,                 1.1305,                 1.6338,                0.65621,                0.77313,                0.79915,                0.48968,                 1.5418,                 1.0643,                 1.6665,             0.00015576,             0.00015576,             0.00015576
                    273,                 1.6572,                 1.3796,                 1.6781,                0.73172,                0.69187,                0.80531,                0.49231,                  1.532,                 1.0601,                 1.6728,             0.00015105,             0.00015105,             0.00015105
                    274,                  1.448,                 1.0851,                  1.485,                0.63049,                0.81921,                0.80768,                0.48764,                 1.5285,                 1.0598,                 1.6737,             0.00014633,             0.00014633,             0.00014633
                    275,                 1.5053,                 1.2273,                 1.6259,                0.70893,                0.75265,                0.81339,                0.48701,                 1.5073,                 1.0643,                 1.6511,             0.00014161,             0.00014161,             0.00014161
                    276,                 1.7507,                 1.3021,                  1.739,                0.75253,                0.72799,                0.80385,                0.49492,                 1.5296,                 1.0548,                 1.6514,              0.0001369,              0.0001369,              0.0001369
                    277,                 1.4864,                 1.2423,                 1.5202,                0.77424,                0.69053,                0.78686,                0.46974,                 1.5373,                 1.0305,                 1.6519,             0.00013218,             0.00013218,             0.00013218
                    278,                 1.6329,                 1.1773,                 1.5814,                0.62134,                0.81342,                0.79988,                0.47889,                 1.5245,                   1.01,                 1.6504,             0.00012747,             0.00012747,             0.00012747
                    279,                 1.6435,                 1.2034,                 1.7051,                0.83371,                0.66261,                0.79845,                0.46946,                 1.5072,                 1.0106,                 1.6531,             0.00012275,             0.00012275,             0.00012275
                    280,                 1.5087,                 1.1614,                 1.6101,                0.85011,                0.66101,                0.82303,                0.50559,                 1.4693,                  1.025,                 1.6271,             0.00011804,             0.00011804,             0.00011804
                    281,                 1.6146,                 1.2881,                 1.7274,                0.78049,                 0.7174,                0.80452,                0.49052,                  1.462,                 1.0255,                 1.6166,             0.00011332,             0.00011332,             0.00011332
                    282,                 1.5376,                 1.2144,                 1.6558,                 0.8058,                0.71025,                0.81268,                0.48736,                 1.4751,                 1.0539,                 1.6127,              0.0001086,              0.0001086,              0.0001086
                    283,                  1.682,                 1.2769,                 1.6686,                0.70241,                0.76172,                0.81387,                0.48329,                 1.5087,                 1.0698,                 1.6219,             0.00010389,             0.00010389,             0.00010389
                    284,                 1.5699,                 1.3678,                 1.6989,                0.79326,                0.64803,                0.80238,                0.47781,                 1.5022,                 1.0593,                 1.6257,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    285,                 1.3582,                 1.1828,                 1.4355,                0.78785,                0.70141,                0.79956,                0.47789,                 1.4896,                 1.0353,                 1.6213,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    286,                 1.6097,                  1.209,                 1.6289,                0.78813,                 0.7351,                0.80076,                0.46231,                 1.4925,                 1.0225,                 1.6267,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    287,                 1.4059,                 1.0868,                 1.5214,                0.73115,                 0.7351,                0.80362,                 0.4554,                 1.4986,                 1.0319,                 1.6296,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    288,                 1.7081,                 1.3022,                 1.7551,                0.88368,                0.69145,                0.83927,                0.50384,                 1.5192,                 1.0352,                 1.6357,              8.031e-05,              8.031e-05,              8.031e-05
                    289,                 1.5909,                 1.1997,                 1.6942,                0.76667,                0.71483,                0.83752,                0.50364,                 1.5214,                 1.0379,                  1.632,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    290,                 1.5232,                 1.1438,                 1.5472,                0.75356,                0.73344,                0.83739,                0.50866,                 1.5066,                 1.0352,                 1.6258,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    291,                 1.3048,                 1.0959,                 1.3172,                0.84982,                0.77065,                 0.8282,                0.49056,                 1.5314,                 1.0373,                 1.6427,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    292,                 1.2487,                 1.0485,                 1.3376,                0.65622,                0.70127,                0.74272,                0.42176,                 1.5411,                 1.0536,                 1.6524,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    293,                 1.3492,                 1.1465,                 1.4749,                0.69053,                0.72297,                0.78577,                0.46133,                 1.5295,                 1.0377,                 1.6479,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    294,                 1.2987,                 1.1311,                 1.3402,                 0.7739,                0.68833,                0.80995,                0.47565,                 1.5216,                 1.0305,                 1.6385,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    295,                 1.3476,                  1.204,                 1.4124,                0.71944,                0.73854,                0.81559,                0.47673,                 1.5176,                 1.0365,                 1.6342,               4.73e-05,               4.73e-05,               4.73e-05
                    296,                 1.2202,                 1.0979,                   1.37,                0.70951,                0.82379,                0.83034,                0.47534,                 1.5171,                 1.0449,                  1.632,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    297,                 1.4343,                 1.0922,                 1.4871,                0.75033,                0.81874,                0.82651,                0.48122,                 1.5144,                 1.0449,                 1.6312,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    298,                 1.3202,                 1.0384,                 1.2996,                0.79108,                0.78551,                0.83959,                0.48979,                 1.5047,                 1.0369,                 1.6254,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    299,                 1.2419,                 1.0498,                 1.2936,                0.80292,                0.80595,                0.84016,                0.49218,                 1.4989,                 1.0356,                  1.622,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    300,                 1.2325,                 1.0213,                 1.3058,                0.74072,                0.77493,                 0.8343,                 0.4898,                 1.4978,                 1.0362,                   1.62,             2.3721e-05,             2.3721e-05,             2.3721e-05
